日期,七彩椒(1),七彩椒(2),上海青,上海青(份),东门口小白菜,云南油麦菜,云南油麦菜(份),云南生菜,云南生菜(份),余干椒,冰草,冰草(盒),净藕(1),净藕(3),双孢菇,双孢菇(盒),双沟白菜,和丰阳光海鲜菇(包),四川红香椿,圆茄子(2),外地茼蒿,大白菜,奶白菜,姜蒜小米椒组合装(小份),姬菇(1),姬菇(份),姬菇(包),娃娃菜,小白菜,小皱皮,小皱皮(份),小米椒,小米椒(份),小青菜(1),平菇,春菜,木耳菜,木耳菜(份),本地上海青,杏鲍菇(1),杏鲍菇(2),杏鲍菇(袋),枝江红菜苔,枝江青梗散花,水果辣椒,水果辣椒(份),水果辣椒(橙色),泡泡椒(精品),洪山菜薹珍品手提袋,洪山菜薹莲藕拼装礼盒,洪湖莲藕(粉藕),洪湖藕带,活体银耳,海鲜菇(1),海鲜菇(包),海鲜菇(袋)(3),海鲜菇(袋)(4),灯笼椒(1),灯笼椒(2),牛首生菜,甘蓝叶,甜白菜,田七,白玉菇(1),白玉菇(2),白玉菇(袋),竹叶菜,竹叶菜(份),紫白菜(1),紫苏,紫茄子(1),紫茄子(2),紫贝菜,红尖椒,红杭椒,红杭椒(份),红椒(1),红椒(2),红灯笼椒(1),红灯笼椒(2),红线椒,红莲藕带,红薯尖,组合椒系列,芜湖青椒(1),芜湖青椒(2),芝麻苋菜,芥兰,花茄子,苋菜,苋菜(份),茶树菇(袋),荸荠,莲蓬(个),菌菇火锅套餐(份),菌蔬四宝(份),菜心,菜心(份),菠菜,菠菜(份),菱角,萝卜叶,虫草花,虫草花(份),螺丝椒,螺丝椒(份),蟹味菇(1),蟹味菇(袋),蟹味菇与白玉菇双拼(盒),襄甜红菜苔(袋),西兰花,西峡花菇(1),西峡香菇(1),野生粉藕,野藕(1),金针菇(1),金针菇(2),金针菇(份),金针菇(盒),金针菇(袋)(2),银耳(朵),长线茄,随州泡泡青,青尖椒,青尖椒(份),青杭椒(1),青杭椒(2),青梗散花,青红杭椒组合装(份),青线椒,青线椒(份),青茄子(1),青菜苔,高瓜(1),高瓜(2),鱼腥草(份),鲜木耳(1),鲜木耳(份),鲜藕带(袋),鸡枞菌,黄心菜(1),黄心菜(2),黄白菜(2)
2021-03-17,,,3.43,,4.46,3.52,,3.84,,,,,6.6,,13.13,,,,41.66,,,1.2,,,,,3.54,3.23,7.19,,,14.21,,,2.82,,,,,5.06,,2.21,,,,,,10.0,,,7.5,,,,,,2.32,7.5,,,,,,,,4.26,13.54,,,,,6.17,,,11.26,,11.79,,,,,,10.85,2.4,2.81,,,,,4.72,,,,,,,6.12,,3.8,,,,,,4.32,,,2.7,,,6.4,,11.6,,,3.35,,,,,,,2.0,5.55,,,,5.51,,6.16,,6.24,,10.23,,,7.39,,,,3.79,,4.18
2021-03-18,,,3.42,,4.39,3.48,,3.84,,,,,6.6,,,,,,40.31,6.29,,1.79,3.23,,,,3.46,3.21,7.19,,,14.36,,,2.33,,,,,5.06,,2.21,,,,,,,,,7.5,,,,,,2.19,,,,,,,,,4.26,13.55,,,,,6.27,,,11.41,,11.75,,14.24,,,,10.85,2.4,2.62,,,,,4.33,,,,,,,6.12,,3.72,,,,,,4.14,,,2.7,,,6.4,,11.6,,,3.37,,,,,,,1.93,5.37,,,,5.44,,6.06,,6.24,,,,,7.38,,,,3.79,,4.15
2021-03-19,19.44,,3.42,,4.39,3.42,,3.84,,,,,6.6,,13.14,,,,38.01,6.31,,2.1,3.23,,,,3.46,3.21,7.18,,,13.99,,,2.2,,,,,5.05,,2.21,,,,,,10.0,,,7.5,,,,,,2.0,7.52,,,,,6.12,,,4.03,13.54,,,,,6.28,,,11.51,,11.77,,14.28,,,,10.87,2.4,3.16,,,,,4.14,,,,,,,6.12,,3.73,,,,,,4.01,,,,,,6.4,,11.6,,,3.44,,,,,,,1.98,5.36,,,,4.33,,6.72,,6.41,,,,,7.41,,,,3.78,,4.06
2021-03-20,21.44,,3.42,,3.97,3.42,,3.84,,,,,6.6,,13.19,,,,33.11,6.28,,2.1,3.06,,,,3.46,3.21,,,,14.06,,,2.22,,,,,5.05,,2.16,,,,,,5.04,,,7.5,,,,,,2.01,4.93,,,,,6.09,,,3.88,11.39,,,,,5.84,,,11.85,,9.12,,14.53,,,,10.88,2.4,3.22,,,,,3.84,,,,,,,6.13,,3.7,,,,,,3.51,,,2.76,,,6.4,,11.6,,,3.37,,,,,,,2.0,5.5,,,,4.34,,6.68,,6.47,,11.68,,,7.42,,,,3.78,,4.13
2021-03-21,22.72,,3.44,,3.6,3.34,,3.84,,,,,6.6,,13.09,,,,26.41,6.24,,1.89,3.05,,,,3.47,3.21,7.15,,,13.64,,,2.26,,,,,5.06,,2.12,,,,,,,,,7.5,,,,,,1.99,5.05,,,,,,,,3.74,,,,8.14,,5.71,8.15,,10.93,,9.17,,,,,,10.87,2.4,3.19,,,,,3.64,,,,,,,6.11,,3.89,,,,,,3.35,,,2.7,,,6.4,,11.6,,,3.23,,,,,,,2.0,5.69,,,,3.85,,5.48,,6.46,,11.48,,,7.34,,,,3.79,,4.14
2021-03-22,22.69,,3.44,,3.61,3.44,,3.84,,,,,6.6,,13.25,,,,30.41,6.24,,1.8,2.83,,5.84,,,3.21,,,,13.42,,,2.62,,,,,4.84,,2.13,,,,,,,,,7.5,,,,,,1.96,5.04,,,,,6.07,,,3.61,,,,,,5.7,8.15,,10.88,,9.25,,,,,,10.85,2.4,3.11,,,,,4.47,,,,,,,5.31,,3.93,,,,,,3.58,,,,,,6.4,12.6,11.6,,,3.21,,,,,,,,5.73,,,,3.85,,5.56,,6.65,,8.18,,,7.33,,,,3.82,,4.06
2021-03-23,,,3.44,,3.98,3.47,,3.84,,,,,6.6,,13.3,,,,36.0,5.98,,1.7,2.8,,3.99,,3.11,3.21,,,,13.88,,,3.86,,,,,4.85,,2.13,,,,,,,,,7.5,,,,,,1.99,,,,,,,,,3.61,,,,8.12,,5.7,,,10.65,,9.32,,8.38,,,,10.64,2.4,3.22,,,,,5.72,,,,,,,5.31,,,,,,,,4.15,,,2.66,,,6.4,,11.6,,,3.25,,,,,,,,5.64,,,,5.34,,5.44,,6.46,,8.34,,,6.09,,,,3.78,,4.06
2021-03-24,,,3.44,,3.99,3.44,,3.84,,,,,6.6,,13.2,,,,35.26,,,1.8,2.8,,,,3.11,3.21,7.23,,,14.89,,,4.04,,,,,4.85,,2.17,,,,,,,,,7.5,,,,,,1.96,6.55,,,,,7.13,,,3.64,,,,,,5.69,,,10.79,,9.21,,,,,,10.42,2.4,3.23,,,,,5.91,,,,,,,5.49,,3.91,,,,,,4.39,,,2.67,,,6.4,,11.85,,,3.04,,,,,,,,5.64,,,,5.5,,5.43,,6.58,,9.17,,,7.52,,,,3.78,,4.06
2021-03-25,,,3.44,,,3.44,,3.84,,,,,6.6,,13.2,,,,32.0,6.11,,1.9,2.8,,8.05,,3.11,3.21,7.23,,,18.7,,,4.86,,,,,4.84,,2.08,,,,,,,,,7.5,,,,,,1.96,,,,,,7.15,,,3.64,,,,,,5.69,,,11.02,,9.2,,,,,,10.42,2.4,4.06,,,,,6.23,,,,,,,5.49,,3.91,,,,14.24,,5.05,,,2.62,,,6.4,,12.0,,,3.03,,,,,,,,5.61,,,,5.58,,5.33,,6.59,,9.11,,,7.46,,,,3.79,,4.06
2021-03-26,,,3.44,,,3.44,,3.84,,,,,6.6,,13.09,,,,32.0,6.49,,1.84,2.8,,8.05,,3.02,3.21,7.23,,,19.3,,,4.87,,,,,4.85,,2.12,,,,,,,,,7.5,,,,,,1.96,,,,,,7.15,,,3.6,,,,,,5.69,,,11.03,,9.23,,,,,,10.08,2.4,4.31,,,,,6.31,,,,,,,5.35,,3.91,,,,14.23,,4.26,,,2.61,,,7.22,7.0,12.0,,,3.04,,,,,,,,5.6,,,,5.55,,5.02,,6.59,,8.13,,,7.33,,,,3.78,,4.06
2021-03-27,14.1,,3.44,,4.4,4.05,,3.89,,,,,6.6,,,,,,32.61,6.66,,1.71,3.01,,,,3.08,3.21,7.24,,,19.26,,,4.85,,,,,4.75,,2.12,,,,,,,,,7.5,,,,,,1.96,,,,,,7.38,,,3.68,,,,,,5.95,,,12.01,,9.26,,,,,,10.18,2.4,4.66,,,,,6.32,,,,,,,5.85,,3.9,,,,14.23,,4.27,,,2.64,,,7.6,,12.0,,,3.04,,,,,,,,6.03,,,,5.47,,5.04,,6.66,,7.99,,,,,,,3.79,,4.06
2021-03-28,14.08,,3.44,,4.26,4.06,,4.08,,,,,6.6,,,,,,40.37,6.23,,1.71,,,,,3.04,3.47,7.23,,,19.57,,,4.83,,,,,4.55,,2.1,,,,,,,,,7.5,,,6.86,,,2.03,,,,,,7.73,,,3.64,11.19,,,,,5.93,8.12,,12.4,,9.35,,8.42,,,,10.5,2.4,4.49,,,,,6.33,,,,,,,6.23,,,,,,14.21,,4.42,,,2.56,,,7.6,,12.0,,,3.04,,,,,,,,6.73,,,,5.66,,5.13,,6.55,,7.66,,,7.21,,,,3.8,,4.06
2021-03-29,14.07,,3.5,,4.15,4.06,,4.08,,,,,6.69,,,,,,44.6,6.23,,1.74,3.01,,,,3.02,3.57,7.23,,,19.85,,,4.55,,,,,4.55,,2.2,,,,,,,,,7.5,,,6.86,,,2.03,,,,,,7.72,,,3.66,11.19,,,,,5.92,,,12.41,,9.03,,,,,,10.48,2.4,4.29,,,,,5.32,,,,,,,6.53,,4.06,,,,,,4.37,,,,,,7.6,,12.0,,,3.05,,,,,,,,6.73,,,,5.7,,3.98,,6.59,,7.66,,,7.33,,,,3.81,,4.06
2021-03-30,14.09,,3.67,,3.78,4.06,,4.08,,,,,7.2,,,,,,45.34,6.23,,1.74,3.0,,,,,3.57,7.17,,,20.14,,,4.41,,,,,4.56,,2.29,,,,,,,,,7.5,,,6.86,,,1.91,,,,,,7.9,,,3.76,,,,,,6.03,,,13.33,,8.96,,8.42,,,,10.43,2.4,4.44,,,,,4.24,,,,,,,6.53,,4.2,,,,,,3.48,,,,,,7.6,,12.0,,,2.83,,,,,,,,6.58,,,,5.0,,3.92,,6.57,,7.38,,,7.33,,,,,,4.06
2021-03-31,14.09,,3.74,,,4.06,,4.41,,,,,7.2,,,,,,45.33,6.23,,1.8,1.0,,,,,3.57,7.12,,,20.83,,,4.13,,,,,4.55,,2.25,,,,,,,,,7.5,,3.0,,,,1.92,,,,,,,,,3.77,10.22,,,,,5.89,,,13.34,,8.95,,,,,,11.73,2.4,4.32,,,,,,,,,,,,6.53,,,,,,,,3.83,,,,,,7.6,,12.0,,,2.64,,,,,,,,6.76,,,,5.0,,4.03,,6.32,,6.95,,,7.34,,,,3.8,,4.06
2021-04-01,,,3.74,,3.43,4.23,,4.46,,,,,7.2,,13.27,,,,39.45,6.2,,1.8,3.01,,,,3.01,3.57,,,,20.73,,,3.85,,,,,4.56,,,,,,,,,,,7.5,,,6.89,,,1.93,,,,,,,,,3.74,10.17,,,8.15,,5.89,7.13,,13.4,,8.98,,,,,,12.9,2.4,4.1,,,,,4.13,,,,,,,6.5,,4.37,,,,,,4.59,,,2.48,,,7.59,,12.0,,5.0,2.65,,,,,,,,6.88,,,,5.0,,4.06,,6.2,,7.1,,,7.37,,,,3.82,,3.73
2021-04-02,,,3.74,,3.21,4.35,,4.46,,,,,7.2,,13.27,,,,35.04,6.0,,1.71,3.08,,,,3.08,3.57,7.1,,,20.25,,,3.82,,,,,4.57,,2.22,,,,,,,,,7.5,,,6.86,,,1.93,,,,,,7.56,,,3.74,10.17,,,8.16,,5.89,7.33,,13.46,,8.97,,,,,,12.88,2.4,4.08,,,,,3.85,,,,,,,5.92,,4.1,,,,,,4.8,,,2.54,,,7.19,,12.0,,5.0,2.65,,,,,,,,6.88,,,,5.61,,4.2,,5.94,,7.12,,,7.38,,,,3.82,,3.62
2021-04-03,,,3.73,,3.84,4.34,,4.46,,,,,7.2,,13.17,,,,18.77,,,1.64,3.0,,,,,3.57,,,,21.54,,,3.68,,,,,4.55,,,,,,,,,,,7.5,,,6.85,,,1.99,,,,,,7.15,,,3.67,10.17,,,8.14,,5.86,8.18,,14.41,,9.09,,,,,,12.63,2.4,3.96,,,,,3.49,,,,,,,5.58,,4.13,,,2.74,,,5.05,,,2.52,,,7.12,,12.0,,5.0,2.63,,,,,,,,6.95,,,,4.76,,4.48,,5.59,,7.5,,,7.35,,,,3.86,,3.62
2021-04-04,,,3.42,,4.17,4.06,,4.26,,,,,7.2,,13.29,,,,14.0,5.46,,1.5,3.0,,,,,3.57,,,,22.01,,,4.63,,,,,4.55,,2.3,,,,,,,,,7.5,,,6.86,,,1.93,,,,,,7.13,,,3.66,7.29,,,,,5.69,8.13,,13.2,,7.8,,,,,,9.0,,3.77,,,,,3.84,,,,,,,5.0,,,,,,,,5.0,,,2.58,,,7.06,,12.0,,,2.64,,,,,,,,6.74,,,,4.47,,4.47,,5.0,,7.15,,,7.36,,,,3.81,,3.44
2021-04-05,,,3.48,,4.18,4.06,,4.41,,,,,7.2,,,,,,14.02,,,1.5,3.0,,,,,3.62,,,,21.68,,,4.81,,,,,4.54,,2.27,,,,,,,,,7.5,,,6.85,,,1.94,,,,,,7.14,,,3.7,7.63,,,8.22,,5.79,,,13.74,,8.05,,,,,,9.0,,3.82,,,,,4.31,,,,,,,5.0,,4.4,,,,,,5.18,,,2.54,,,7.12,,12.0,,,2.83,,,,,,,,6.46,,,,4.47,,5.95,,4.94,,7.25,,,7.37,,,,3.81,,3.44
2021-04-06,,,3.51,,4.18,4.27,,4.54,,,,,7.2,,,,,,14.58,5.29,,1.5,3.34,,,,,3.57,,,,21.01,,,5.21,,,,,4.54,,,,,,,,,,,7.5,,,6.87,,,,,,,,,7.12,,,,7.48,,,,,5.21,7.94,,14.68,,7.75,,,,,,9.0,,3.76,,,,,4.57,,,,,,,5.0,,4.41,,,,,,5.26,,,2.54,,,7.12,,12.0,,,2.84,,,,,,,,6.21,,,,4.54,,5.82,,4.93,,7.62,,,7.36,,,,3.79,,3.44
2021-04-07,,,3.46,,4.18,4.36,,4.39,,,,,7.2,,13.27,,,,14.19,5.29,,1.5,,,,,3.09,3.57,7.28,,,19.63,,,5.69,,,,,4.54,,2.13,,,,,,,,,7.5,,,6.86,,,1.99,,,,,,7.15,,,3.73,7.33,,,8.23,,4.74,,,14.68,,7.74,,,,,,9.0,2.4,3.7,,,,,4.86,,,,,,,4.02,,,,,,,,5.21,,,2.58,,,7.12,,12.0,,,2.84,,,,,,,,6.21,,,,4.58,,5.75,,4.94,,7.51,,,7.37,,,,3.75,,3.44
2021-04-08,,,3.42,,4.19,4.36,,4.26,,,,,7.2,,,,,,15.66,5.25,,1.5,3.53,,,,3.11,3.71,,,,19.62,,,5.94,,,,,4.55,,,,,,,,,,,7.5,,,,,,1.99,,,,,,7.14,,,3.63,8.69,,,7.49,,5.54,7.33,,14.68,,8.26,,,,,,9.0,2.4,3.7,,,,,4.86,,,,,,,4.0,,4.22,,,4.18,,,5.21,,,2.6,,,7.12,,12.0,,,,,,,,,,,6.12,,,,4.58,,5.78,,4.94,,7.17,,,7.45,,,,3.75,,3.44
2021-04-09,12.37,,3.64,,4.38,4.28,,4.39,,,,,7.2,,,,,,15.11,5.22,,1.5,3.46,,,,3.05,3.78,,,,19.54,,,5.93,,,,,4.55,,2.1,,,,,,,,,7.5,,,,,,,,,,,,,,,3.54,7.95,,,7.16,,5.55,7.16,,14.68,,8.58,,,,,,10.9,2.4,3.7,,,,,5.39,,,,,,,4.0,,4.2,,,,,,4.73,,,,,,7.08,,12.0,,,3.05,,,,,,,,6.25,,,,4.66,,5.91,,4.94,,6.45,,,7.49,,,,3.81,,3.44
2021-04-10,,,3.74,,4.21,4.06,,4.6,,,,,7.24,,,,,,14.41,5.22,,1.5,,,,,3.16,4.01,,,,19.55,,,5.65,,,,,4.56,,,,,,,,,,,7.5,,,,,,2.0,5.65,,,,,7.16,,,3.32,8.16,,,7.17,,6.18,7.13,,14.68,,9.86,,12.4,,,,11.86,,3.91,,,,,5.69,,,,,,,4.0,,4.26,,,,,,3.36,,,2.6,,,6.52,,12.0,,,3.04,,,,,,,,6.47,,,,4.76,,5.93,,4.92,,6.58,,,,,,,3.85,,3.44
2021-04-11,12.4,,3.74,,3.69,4.06,,4.6,,,,,7.32,,,,,,14.26,5.22,,1.5,3.23,,,,3.08,4.02,,,,21.03,,,5.46,,,,,4.55,,2.1,,,,,,,,,7.5,,,,,,1.96,5.65,,,,,7.12,,,3.22,8.35,,,,,6.22,7.15,,14.76,,9.48,,,,,,11.97,2.4,4.19,,,,,5.84,,,,,,,4.0,,4.29,,,,,,3.32,,,,,,6.5,,12.0,,,3.05,,,,,,,,6.15,,,,4.48,,4.81,,3.92,,6.58,,,7.37,,,,3.85,,3.44
2021-04-12,,,3.74,,3.57,4.06,,4.6,,,,,7.32,,,,,,14.75,5.22,,1.49,3.2,,,,3.1,4.04,,,,19.75,,,5.48,,,,,4.56,,2.28,,,,,,,,,7.5,,,,,,1.98,,,,,,,,,3.11,8.23,,,,,6.25,7.13,,14.77,,9.22,,,,,,11.67,2.4,4.09,,,,,6.03,,,,,,,4.0,,4.31,,,,16.57,,3.28,,,,,,6.5,,12.0,,,3.04,,,,,,,,6.07,,,,4.19,,4.6,,4.94,,6.58,,,7.34,,,,3.83,,3.44
2021-04-13,,,3.74,,3.38,4.62,,4.6,,,,,7.32,,,,,,14.12,5.23,,0.94,3.2,,,,3.12,4.04,,,,13.79,,,6.36,,,,,4.55,,2.15,,,,,,,,,,,,,,,1.88,,,,,,7.14,,,2.96,8.8,,,,,5.97,7.14,,14.55,,9.53,,,,,,10.17,2.4,4.41,,,,,4.1,,,,,,,,,4.3,,,,,,3.07,,,,,,6.15,,12.0,,,3.04,,,,,,,,5.21,,,3.56,2.75,,4.57,,5.53,,7.67,,,7.8,,,,3.75,,3.44
2021-04-14,12.38,,3.74,,2.34,4.68,,4.6,,,,,7.31,,12.46,,,,16.1,5.19,,0.91,3.2,,,,2.96,3.85,,,,13.74,,,6.29,,8.24,,,4.55,,2.22,,,,,,,,,7.5,,,,,,1.88,6.27,,,,,7.14,,,2.96,7.08,,,8.17,,5.96,7.13,,14.09,,9.71,,9.48,,,,10.83,2.4,4.63,,,,,3.14,,,,,,,4.1,,4.27,,,,,,3.6,,,2.46,,,6.12,,12.0,,,3.04,,,,,,,,5.21,,,,2.43,,4.42,,5.2,,7.18,,,7.5,,,,3.75,,3.44
2021-04-15,12.39,,3.78,,2.18,4.68,,4.6,,,,,7.22,,12.42,,,,16.1,5.18,,0.88,2.82,,,,3.07,3.85,,,,13.94,,,6.19,,,,,4.54,,2.25,,,,,,,,,7.5,,,,,,1.94,,,,,,7.14,,,2.96,7.08,,,8.15,,5.43,7.13,,12.79,,9.57,,,,,,10.63,,4.69,,,,,2.83,,,,,,,4.08,,5.04,,,2.56,,,3.73,,,,,,6.31,,12.0,,,3.03,,,,,,,,5.22,,,,2.11,,4.41,,5.18,,6.94,,,7.44,,,,3.75,,3.44
2021-04-16,12.39,,3.87,,1.96,4.68,,4.6,,,,,7.2,,12.39,,,,16.05,3.16,,0.9,2.6,,,,,3.84,,,,14.04,,,5.69,,8.35,,,4.54,,2.28,,,,,,,,,7.5,,,,,,1.95,,,,,,7.06,,,3.06,6.91,,,,,5.39,,,9.69,,9.52,,,,,,10.6,2.4,4.69,,,,,2.79,,,,,,,4.1,,4.7,,,2.3,,,5.09,,,2.46,,,6.08,,12.0,,,3.03,,,,,,,,5.36,,,,2.13,,3.97,,5.25,,5.5,,,7.43,,,,3.75,,3.44
2021-04-17,,,3.87,,1.96,4.68,,4.74,,,,,7.2,,12.39,,,,16.0,2.35,,0.71,2.6,,8.06,,3.07,3.83,,,,13.56,,,5.38,,,,,4.54,,2.32,,,,,,,,,7.5,,,,,,2.0,,,,,,6.13,,,3.1,5.27,,,,,5.39,7.13,,9.88,,7.09,,,,,,10.6,2.4,4.67,,,,,2.77,,,,,,,4.1,,4.71,,,2.18,,,4.48,,,2.53,,,6.08,,12.0,,,3.03,,,,,,,,5.1,,,,2.14,,3.7,,5.4,,5.74,,,7.53,,,,3.81,,3.44
2021-04-18,,,4.01,,2.09,4.66,,4.76,,,,,7.2,,,,,,15.93,3.16,,0.8,2.36,,8.05,,3.1,3.85,,,,11.55,,,5.35,,,,,4.54,,2.29,,,,,,,,,7.5,,,,,,2.01,,,,,,,,,3.14,5.27,,,,,5.36,7.11,,11.42,,8.1,,,,,,10.6,2.4,4.47,,,,,2.73,,,,,,,4.12,,4.68,,,1.96,,,4.51,,,2.56,,,6.08,,12.0,,,3.04,,,,,,,,4.28,,,,1.99,,3.76,,5.4,,5.85,,,7.47,,,,3.84,,3.44
2021-04-19,,,4.06,,2.11,4.5,,4.76,,,,,7.2,,12.4,,,,15.92,4.15,,0.83,1.8,,8.05,,,3.86,,,,10.23,,,5.35,,,,1.8,4.55,,2.26,,,,,,,,,7.5,,,,,,1.98,,,0.5,,,,,,2.87,5.24,,,,,5.28,7.09,,9.58,,8.36,,,,,,10.6,2.4,4.21,,,,,2.56,,,,,,,4.13,,4.62,,,1.93,,,5.08,,,,,,5.99,,12.0,,,3.04,,,,,,,,4.15,,,,1.99,,4.25,,5.4,,5.94,,,7.36,,,,3.84,,3.44
2021-04-20,,,4.06,,2.04,4.44,,4.68,,,,,7.2,,12.41,,,,15.92,4.13,,0.85,1.8,,,,,3.82,,,,11.3,,,5.25,,,,,4.55,,2.35,,,,,,,,,7.5,,,,,,1.98,7.5,,,,,,,,2.88,4.83,,,,,5.11,7.11,,8.63,,8.03,,,,,,10.6,2.4,4.2,,,,,2.58,,,,,,,4.14,,4.44,,,1.93,,,5.05,,,,,,5.98,,12.0,,,3.04,,,,,,,,3.9,,,,1.72,,4.31,,5.4,,5.94,,,7.38,,,,3.29,,3.44
2021-04-21,,,4.06,,2.04,4.38,,4.64,,,,,7.2,,12.41,,,,15.11,4.07,,0.87,1.57,,,,3.14,3.86,,,,9.99,,,5.01,,,,1.46,4.55,,2.35,,,,,,,,,7.5,,,,,,2.04,,,,,,6.11,,,2.88,4.23,,,,,4.75,,,8.46,,7.65,,,,,,,,4.12,,,,,2.56,,,,,,,4.13,,4.43,,,1.93,,,5.11,,,,,,5.77,,12.0,,,3.05,,,,,,,,3.89,,,,1.51,,3.2,,5.4,,6.08,,,7.35,,,,3.84,,3.44
2021-04-22,12.4,,4.06,,2.04,4.4,,4.5,,,,,7.2,,,,,,,4.05,,0.88,1.4,,,,3.14,3.86,,,,11.02,,,4.85,,,,1.4,4.55,,2.33,,,,,,,,,,,,,,,2.0,,,,,,6.12,,,2.92,4.21,,,,,4.05,,,8.47,,7.59,,,,,,10.55,2.4,4.03,,,,,2.54,,,,,,,4.11,,4.42,,,1.93,,,5.23,,,2.56,,,5.44,,12.0,,,3.05,,,,,,,,4.01,,,,1.56,,3.2,,5.4,,6.18,,,5.85,,,,3.84,,3.44
2021-04-23,12.39,,4.09,,2.04,4.43,,4.53,,,,,7.2,,12.4,,,,,4.11,,0.88,1.4,,,,3.11,3.85,,,,11.47,,,3.67,,,,,4.55,,2.3,,,,,,,,,7.5,,,,,,2.0,7.49,,,,,6.13,,,2.88,4.13,,,,,4.1,,,8.46,,8.38,,,,,,10.4,2.4,4.07,,,,,2.57,,,,,,,3.93,,4.41,,,1.92,16.68,,5.29,,,2.57,,,5.18,,12.0,,,3.04,,,,,,,,4.66,,,,1.64,,4.93,,5.4,,6.2,,,7.04,,,,3.84,,3.44
2021-04-24,10.78,,4.08,,2.12,4.32,,4.24,,,5.0,,7.2,,12.38,,,,15.72,4.04,,0.93,1.4,,,,3.13,3.36,,,,11.48,,,3.42,,,,1.4,4.53,,2.29,,,,,,,,,3.0,,,,,,1.74,4.39,,,,,6.17,,,2.88,4.03,,,,,4.35,6.16,,7.14,,9.12,,,,,,10.0,2.4,4.15,,,,,2.8,,,,,,,3.72,,4.44,,,2.29,16.69,,5.56,,,,,,3.21,,12.0,,,3.03,,,,,,,,3.88,,,,1.61,,4.69,,5.29,,5.9,,,7.51,,,,3.6,,3.44
2021-04-25,,,4.06,,2.13,4.38,,4.24,,,,,7.2,,,,,,15.8,4.02,,0.92,1.4,,,,3.12,3.85,,,,11.3,,,3.42,,,,1.4,4.64,,2.14,,,,,,,,,,,,,,,1.78,,,,,,,,,2.92,4.14,,,,,4.39,6.17,,7.48,,9.66,,,,,,10.0,2.4,4.11,,,,,2.88,,,,,,,3.5,,4.42,,,2.17,16.68,,5.6,,,2.5,,,2.64,,12.0,,,3.03,,,,,,,,4.1,,,,1.57,,5.05,,4.73,,5.9,,,,,,,3.6,,3.44
2021-04-26,11.2,,4.06,,2.12,4.38,,4.24,,,,,7.2,,12.39,,,,15.89,4.01,,0.94,1.4,,,,3.06,3.85,,,,11.3,,,3.44,,,,1.4,4.64,,2.16,,,,,,,,,,,,,,,1.81,4.35,,,,,6.15,,,2.95,4.21,,,,,4.67,,,7.05,,10.46,,7.97,,,,10.0,2.4,3.79,,,,,2.96,,,,,,,3.4,,3.44,,,2.13,,,5.6,,,2.52,,,2.8,,12.0,,,3.04,,,,,,,,4.64,,,,1.57,,7.91,,4.19,,5.63,,,,,,,3.6,,3.44
2021-04-27,,,4.06,,2.12,4.38,,4.24,,,,,7.2,,12.4,,,,15.94,4.02,,0.95,1.4,,,,,3.86,,,,11.32,,,3.45,,,,1.4,4.66,,2.19,,,,,,,,,,,,,,,1.81,,,,,,6.15,,,,4.38,,,,,4.65,6.06,,7.15,,10.45,,,,,,10.0,2.4,4.0,,,,,3.37,,,,,,,3.4,,3.3,,,2.14,16.69,,5.86,,,,,,3.05,,12.0,,,3.04,,,,,,,,4.63,,,,1.63,,8.36,,4.56,,6.66,,,,,,,3.6,,3.44
2021-04-28,11.2,,4.06,,2.12,4.37,,4.24,,,,,7.2,,12.39,,,,15.93,4.2,,0.97,1.4,,,,3.09,3.68,,,,11.42,,,3.51,,,,1.4,4.64,,,,,,,,,,,,,,,,,1.81,4.35,,7.0,,,6.19,,,2.91,4.69,,,,,4.44,,,7.03,,10.43,,7.97,,,,10.0,2.4,4.0,,,,,3.44,,,,,,,3.4,,3.3,,,2.16,16.57,,6.3,,,2.5,,,3.46,,12.0,,,3.03,,,,,,,,4.05,,,,1.64,,8.29,,5.19,,6.85,,,,,,,3.6,,3.44
2021-04-29,,,4.06,,1.99,4.34,,4.24,,,,,7.2,,12.39,,,,15.85,4.2,,0.96,1.4,,,,,3.5,,,,11.42,,,3.82,,,,1.4,4.65,,2.21,,,,,,,,,,,,,,,1.78,4.32,,,,,,,,2.91,4.87,,,,,4.44,6.07,,6.67,,10.4,,7.96,,,,10.0,2.4,4.1,,,,,4.28,,,,,,,3.4,,3.29,,,2.17,16.39,,6.59,,,,,,3.93,,12.0,,,3.03,,,,,,,,4.14,,,,2.06,,8.27,,5.54,,6.8,,,7.37,,,,3.62,,3.44
2021-04-30,,,4.06,,,4.35,,4.12,,,,,7.2,,12.38,,,,15.81,4.2,,0.95,1.4,,,,3.12,3.48,,,,11.43,,,3.99,,,,1.4,4.65,,2.2,,,,,,,,,,,,,,,1.78,,,7.0,,,6.47,,,2.68,5.1,,,,,4.45,,,6.65,,10.39,,,,,,10.0,2.4,4.25,,,,,4.41,,,,,,,3.4,,3.49,,,2.14,16.39,,6.45,,,2.49,,,4.48,,12.0,,,,,,,,,,,4.17,,,,2.2,,8.05,,5.66,,5.89,,,,,,,3.63,,3.34
